,player_name,age,pos,mp,pts,ast,trb,stl,blk,fg_pct,3p_pct,ft_pct,tov,fga,3pa,2pa,fta,orb,drb,per,bpm,vorp,usg
51,De'Aaron Fox,27,PG,2241,23.4,6.3,4.8,1.5,0.4,0.463,0.31,0.827,2.8,18.7,6.1,12.6,5.1,0.9,3.9,18.3,0.4,1.3,28.3
52,De'Aaron Fox,27,PG,1663,24.3,6,4.9,1.4,0.4,0.469,0.322,0.829,2.9,19.1,6.2,12.9,5.3,1,3.9,19,1.2,1.3,29.1
53,De'Aaron Fox,27,PG,578,20.9,7.2,4.5,1.6,0.3,0.446,0.274,0.819,2.6,17.4,5.9,11.5,4.5,0.6,4,16.3,-2,0,26
54,Jalen Williams,23,SG,2237,24,5.7,5.9,1.8,0.7,0.484,0.365,0.789,2.4,18.8,5.5,13.3,4.8,0.9,5,20.3,4,3.4,27.5
55,Donovan Mitchell,28,SG,2232,27.4,5.7,5.2,1.5,0.3,0.443,0.368,0.823,2.4,21.3,10.2,11.1,5.8,0.9,4.3,20.9,3.7,3.2,30.9
56,Harrison Barnes,32,PF,2230,16.3,2.2,5,0.6,0.2,0.508,0.433,0.809,0.8,11,5.8,5.2,3.2,1.6,3.4,14.9,0,1.2,15.7
57,Julius Randle,30,PF,2226,20.8,5.2,7.9,0.8,0.3,0.485,0.344,0.806,3.2,15.2,5.1,10.1,5.4,2.3,5.5,17.5,1.3,1.8,25
58,Amen Thompson,22,SF,2225,15.7,4.3,9.1,1.6,1.4,0.557,0.275,0.684,2.2,11.3,1.5,9.8,4,3.1,6,18.7,4.1,3.4,17.5
59,Jaren Jackson Jr.,25,C,2207,26.8,2.4,6.8,1.5,1.8,0.488,0.375,0.781,2.5,19.8,6.3,13.4,6.5,1.5,5.3,19.6,2.3,2.4,28.1
60,Desmond Bane,26,SG,2205,21.7,6,6.8,1.3,0.5,0.484,0.392,0.894,2.8,16.6,6.8,9.8,3.2,1,5.8,17.9,3.2,2.9,23.3
61,Naz Reid,25,C,2200,18.6,3,7.9,0.9,1.2,0.462,0.379,0.776,1.8,15.1,7.6,7.5,2.3,1.5,6.3,15.8,1.6,2,21.5
62,Tyus Jones,28,PG,2174,13.7,7.1,3.2,1.1,0.1,0.448,0.414,0.895,1.5,11.3,6.6,4.7,0.9,0.7,2.6,14.5,0.1,1.1,16.2
63,Myles Turner,28,C,2174,18.5,1.8,7.8,0.9,2.4,0.481,0.396,0.773,2,13.4,6.5,6.9,3.9,1.5,6.3,16.1,0.4,1.3,20.7
64,Evan Mobley,23,PF,2167,21.9,3.8,10.9,1,1.9,0.557,0.37,0.725,2.4,15.1,3.8,11.2,5.1,2.7,8.2,22.3,4.6,3.6,23.2
65,Taurean Prince,30,SF,2166,10.9,2.6,4.8,1.3,0.2,0.457,0.439,0.813,1.4,8.5,5.6,3,0.8,0.6,4.2,9.8,-1.7,0.1,12.5
66,Stephon Castle,20,PG,2162,19.8,5.5,4.9,1.2,0.4,0.428,0.285,0.724,2.9,16.5,5.5,10.9,5.7,1.5,3.5,13.7,-3.2,-0.6,26
67,Deni Avdija,24,SF,2161,20.3,4.7,8.7,1.2,0.6,0.476,0.365,0.78,3.3,14.1,5.7,8.4,6.2,1.8,6.9,17.7,2.1,2.2,23.2
68,Jaylen Brown,28,SF,2158,23.3,4.8,6.1,1.2,0.3,0.463,0.324,0.764,2.7,18.7,6,12.7,5.4,1.4,4.8,17.8,0,1.1,28.9
69,Tim Hardaway Jr.,32,SG,2153,14.1,2.1,3.1,0.6,0.1,0.406,0.368,0.855,0.8,11.4,7.6,3.7,2.4,0.3,2.8,9.8,-2.1,0,15.5
70,Bennedict Mathurin,22,SF,2149,19.4,2.3,6.4,0.8,0.4,0.458,0.34,0.831,2.3,14.3,4.8,9.5,5.6,1.5,5,13.6,-2.9,-0.5,22.8
71,Spencer Dinwiddie,31,PG,2136,14.7,5.9,3.5,1.2,0.3,0.416,0.334,0.802,1.7,11.5,5.5,6,4.1,0.3,3.2,13,-1.6,0.2,17.9
72,Scottie Barnes,23,PF,2134,21.1,6.4,8.5,1.6,1.1,0.446,0.271,0.755,3.1,17.9,4.7,13.2,5.1,1.8,6.6,17.8,2.4,2.3,27
73,Max Christie,21,SG,2127,12.7,2.5,4.4,1.1,0.5,0.427,0.366,0.855,1.5,10,5.3,4.7,2.6,0.6,3.7,10.4,-2.5,-0.3,15.2
74,Max Christie,21,SG,1154,12.2,2.1,3.8,1.1,0.7,0.444,0.368,0.851,1.2,9,5.1,3.9,2.7,0.8,3.1,10.6,-1.8,0,13.9
75,Max Christie,21,SG,973,13.3,3,5,1.1,0.4,0.411,0.364,0.862,1.8,11.2,5.6,5.6,2.4,0.5,4.5,10.2,-3.4,-0.3,16.8
76,Josh Giddey,22,PG,2117,17.4,8.6,9.6,1.4,0.8,0.465,0.378,0.781,3.4,13.6,4.7,8.8,3.8,2.2,7.5,18.1,3,2.7,21.7
77,Fred VanVleet,30,PG,2111,14.4,5.7,3.8,1.6,0.4,0.378,0.345,0.81,1.5,12.9,7.9,5.1,2.3,0.5,3.2,12.8,0.9,1.5,17.7
78,Keyonte George,21,PG,2109,19.2,6.4,4.3,0.8,0.2,0.391,0.343,0.818,3.1,15.7,8.7,7,4.9,0.4,3.9,12.9,-2.7,-0.3,24.3
79,Dennis Schr??der,31,PG,2105,16.8,6.9,3.4,1.1,0.2,0.406,0.342,0.838,2.4,14.1,6.3,7.8,3.7,0.5,2.9,12.7,-2.2,-0.1,21.6
80,Dennis Schr??der,31,PG,772,19.8,7.1,3.2,1.2,0.2,0.452,0.387,0.889,2.8,15.2,7,8.2,3.8,0.2,3,16,0,0.4,23.8
81,Dennis Schr??der,31,SG,628,14.6,6,3.2,1.4,0.2,0.375,0.322,0.744,2.8,14.4,6.6,7.8,2.2,0.6,2.6,8.4,-5.2,-0.5,21.2
82,Dennis Schr??der,31,PG,705,15.4,7.5,3.8,0.8,0.3,0.378,0.302,0.833,1.8,12.8,5.4,7.4,4.9,0.7,3.1,12.9,-2.1,0,19.6
83,Damian Lillard,34,PG,2093,24.9,7.1,4.7,1.2,0.2,0.448,0.376,0.921,2.8,17.1,9,8,6.8,0.5,4.2,21.3,4,3.2,27.8
84,Russell Westbrook,36,PG,2092,17.1,7.9,6.4,1.8,0.6,0.449,0.323,0.661,4.2,14.3,5,9.3,4,1.8,4.6,14.3,-1.1,0.5,23.8
85,Kelly Oubre Jr.,29,SF,2078,15.7,1.9,6.4,1.6,0.5,0.47,0.293,0.751,1.4,12.8,4.2,8.6,3.2,1.7,4.7,13.5,-2.3,-0.1,18.9
86,Nickeil Alexander-Walker,26,SG,2073,13.4,3.9,4.6,0.9,0.6,0.438,0.381,0.78,1.7,10.7,6.4,4.3,2,0.9,3.7,11.6,-0.4,0.8,16
87,Luguentz Dort,25,SF,2073,12.5,2,5.1,1.4,0.7,0.435,0.412,0.717,0.9,10.3,7.2,3.1,0.8,1.5,3.5,11.3,0.2,1.2,13.6
88,Onyeka Okongwu,24,C,2064,17.2,2.9,11.5,1.2,1.2,0.567,0.324,0.759,1.6,11.9,2.6,9.3,3.8,3.8,7.7,19,1.3,1.7,17.3
89,Malik Monk,26,SG,2054,19.6,6.3,4.3,1.1,0.7,0.439,0.325,0.865,2.8,16.5,7.5,9,3.1,0.5,3.8,15,-0.8,0.6,24.6
90,Jaylen Wells,21,SG,2043,14.5,2.4,4.7,0.8,0.1,0.425,0.352,0.822,1.2,11.9,6.9,5,2.4,1.5,3.2,10.5,-2.2,-0.1,15.9
91,Jalen Wilson,24,PF,2031,13.3,2.6,4.8,0.7,0.1,0.397,0.337,0.818,1.4,11,6.4,4.6,2.9,1.3,3.5,9.5,-3.9,-1,16.6
92,Miles Bridges,26,PF,2029,23.1,4.4,8.5,0.8,0.8,0.431,0.313,0.87,2.4,19.3,8,11.3,4.5,1.3,7.3,17.7,1.8,2,28
93,Davion Mitchell,26,PG,2027,10.4,6.4,3,1.3,0.3,0.468,0.398,0.69,2.3,8.5,3.7,4.7,1.5,0.6,2.3,10.2,-2.6,-0.3,13.6
94,Davion Mitchell,26,PG,1080,9.3,6.8,2.8,1,0.3,0.434,0.359,0.676,2.6,8.1,3.9,4.2,1.2,0.5,2.3,7.9,-4.3,-0.6,13.1
95,Davion Mitchell,26,PG,947,11.7,6.1,3.1,1.6,0.3,0.504,0.447,0.702,1.9,8.8,3.6,5.2,1.8,0.7,2.4,12.9,-0.6,0.3,14.2
96,Franz Wagner,23,SF,2023,25.8,5.1,6.1,1.3,0.4,0.463,0.295,0.871,2.5,20.7,6.3,14.4,5.5,1,5.1,20.1,3.1,2.6,31
97,Quentin Grimes,24,SG,2013,19.5,4.1,5.8,1.3,0.4,0.467,0.385,0.757,2.5,14.7,7.5,7.2,3.8,1.1,4.7,15.9,0.4,1.2,22.8
98,Quentin Grimes,24,SG,1070,16.1,3.4,6,1.1,0.3,0.463,0.398,0.765,2.1,12.3,6.8,5.5,2.7,1,5,13.3,-0.3,0.5,18.5
99,Quentin Grimes,24,SG,943,23.4,4.8,5.5,1.6,0.5,0.469,0.373,0.752,3.1,17.5,8.4,9.1,5.1,1.1,4.4,18.8,1.2,0.8,27.5
100,Jordan Poole,25,SG,2001,25,5.5,3.7,1.5,0.5,0.432,0.378,0.883,3.7,19,11.2,7.8,4.9,0.6,3.1,16.6,0.4,1.2,29
101,Draymond Green,34,PF,1983,11.1,7,7.5,1.8,1.3,0.424,0.325,0.687,3.2,9.2,4.5,4.8,2.7,1.3,6.2,12.4,0.5,1.3,15.9
102,Devin Vassell,24,SG,1983,18.9,3.3,4.6,1.5,0.6,0.443,0.368,0.792,1.6,16.1,7.8,8.4,2.2,0.6,4,14.2,-1.1,0.4,22.1
103,Klay Thompson,34,SF,1965,18.4,2.7,4.5,0.9,0.5,0.412,0.391,0.905,1.6,16.1,10.1,5.9,1.4,0.8,3.7,12.9,-1,0.5,21.8
104,Tyrese Maxey,24,PG,1960,25.1,5.8,3.2,1.7,0.4,0.437,0.337,0.879,2.3,20,8.8,11.3,5.3,0.3,2.9,19.5,2,2,29.8
105,Norman Powell,31,SG,1958,24,2.3,3.5,1.3,0.2,0.484,0.418,0.804,2,17.4,7.9,9.5,4.9,0.4,3.1,17.5,1.5,1.8,26.1
106,Yves Missi,20,C,1956,12.2,1.8,11.1,0.7,1.8,0.547,0,0.623,1.5,9.1,0,9,3.8,4.7,6.4,15.4,-3,-0.5,14.3
107,Keon Ellis,25,SG,1948,12.3,2.2,3.9,2.2,1.2,0.489,0.433,0.849,1.3,8.6,5.9,2.6,1.6,1.1,2.8,13.5,1.9,1.9,12.7
108,Bilal Coulibaly,20,SF,1948,13.4,3.7,5.4,1.4,0.8,0.421,0.281,0.746,2.3,11.5,4.1,7.4,3.4,1.7,3.8,10.8,-3.7,-0.8,17.9
109,Kyle Kuzma,29,PF,1936,17.9,2.8,6.9,0.7,0.4,0.436,0.307,0.634,2.7,15.8,5.8,9.9,3.8,1,5.9,10.6,-4.9,-1.4,24
110,Kyle Kuzma,29,PF,887,19.7,3.2,7.5,0.8,0.3,0.42,0.281,0.602,3,18.5,6.5,12,4,1.1,6.4,10.6,-5.2,-0.7,27.1
111,Kyle Kuzma,29,PF,1049,16.4,2.5,6.3,0.5,0.4,0.455,0.333,0.663,2.5,13.5,5.3,8.2,3.6,0.9,5.4,10.5,-4.7,-0.7,21.4
112,Julian Champagnie,23,SF,1932,15.2,2.1,5.9,1.1,0.7,0.415,0.371,0.904,1.4,12.4,8.9,3.4,1.8,1.2,4.7,12.2,-1.3,0.4,17.2
113,Keon Johnson,22,SG,1925,15.7,3.3,5.6,1.5,0.6,0.389,0.314,0.77,2.2,14.6,7.5,7.1,2.6,1.2,4.4,10.4,-3.3,-0.6,21.7
114,Naji Marshall,27,SF,1919,17.1,3.9,6.2,1.3,0.2,0.508,0.275,0.813,2.1,13.4,4.1,9.3,3,1.4,4.7,15.1,-0.8,0.6,20
115,Jrue Holiday,34,PG,1896,13,4.5,5,1.3,0.5,0.443,0.353,0.909,1.5,10.9,5.8,5.1,1.5,1.4,3.6,13.5,0.7,1.3,15.8
116,Guerschon Yabusele,29,C,1895,14.6,2.8,7.5,1.1,0.5,0.501,0.38,0.725,1.7,10.7,5.2,5.5,2.6,2.5,5,14.7,-1,0.5,16.3
117,Gary Trent Jr.,26,SG,1893,15.7,1.7,3.2,1.4,0.1,0.431,0.416,0.848,0.8,12.5,8.2,4.3,1.7,0.4,2.8,11.7,-1.6,0.2,17.1
118,Anthony Black,21,PG,1887,14,4.6,4.4,1.6,0.9,0.423,0.318,0.761,2.7,11.8,3.7,8.1,3.8,1,3.4,11.6,-1.9,0,19.6
119,Josh Green,24,SG,1887,9.7,2.1,3.3,1.4,0.3,0.428,0.391,0.681,1.3,8,4.7,3.3,1.4,1.1,2.2,7.8,-4.3,-1.1,11.8
120,Nic Claxton,25,C,1882,13.8,3,9.9,1.2,1.9,0.563,0.238,0.513,1.7,10.9,0.4,10.5,2.9,3,6.8,16.5,0.4,1.1,16.8
121,Andrew Nembhard,25,SG,1881,12.5,6.2,4.1,1.5,0.2,0.458,0.291,0.794,2.1,10.3,3.3,7,2.6,0.7,3.5,11.7,-2.3,-0.1,16.3
122,Cason Wallace,21,SG,1876,10.9,3.3,4.4,2.3,0.7,0.474,0.356,0.811,1.1,9.4,4,5.4,0.7,1.4,3,12.3,1,1.5,12.8
123,Derrick Jones Jr.,27,SF,1873,15,1.2,5.1,1.5,0.6,0.526,0.356,0.703,1.3,11.3,4.2,7.1,2.3,1.8,3.3,13.5,-0.3,0.8,16.5
124,Rui Hachimura,26,PF,1869,14.9,1.6,5.7,0.9,0.5,0.509,0.413,0.77,0.9,11.1,4.8,6.3,2.2,1.5,4.2,13.6,-0.7,0.6,15.8
125,RJ Barrett,24,SF,1869,23.6,6,7,0.9,0.3,0.468,0.35,0.63,3.2,18.9,5.9,13,6,1.2,5.9,16.5,0.6,1.2,28.7
126,Buddy Hield,32,SG,1863,17.6,2.6,5.1,1.3,0.4,0.417,0.37,0.828,1.8,15.2,10.6,4.6,1.2,1,4.1,12.3,-1,0.5,20.5
127,Trey Murphy III,24,SF,1854,21.8,3.7,5.2,1.1,0.8,0.454,0.361,0.887,2,16.3,8.5,7.8,4.5,0.9,4.3,17.3,0.8,1.3,23.7
128,Zaccharie Risacher,19,SF,1843,18.4,1.8,5.2,1,0.7,0.458,0.355,0.711,1.8,15.2,6.7,8.5,2.9,1.7,3.6,12.2,-3.5,-0.7,20.9
129,Andrew Wiggins,29,SF,1842,21.1,3.1,5.3,1.2,1,0.448,0.374,0.763,1.9,16.4,6.8,9.6,5,1.7,3.5,16.4,0.9,1.4,24.5
130,Andrew Wiggins,29,SF,1296,21,2.8,5.5,1.1,0.9,0.444,0.379,0.777,1.6,16.3,6.9,9.4,5,1.8,3.6,16.4,1,1,23.5
131,Andrew Wiggins,29,SF,546,21.3,3.7,4.7,1.3,1.1,0.458,0.36,0.731,2.8,16.5,6.6,10,5.1,1.5,3.2,16.4,0.7,0.4,26.7
132,Isaiah Collier,20,PG,1839,12,8.7,4.6,1.3,0.3,0.422,0.249,0.682,4.1,10.9,3.3,7.6,3,0.6,4,9.7,-5.3,-1.6,18.9
133,Keldon Johnson,25,SF,1838,19.2,2.4,7.3,1,0.4,0.482,0.318,0.773,1.5,15.1,5.4,9.7,3.8,2.2,5.1,15.6,-1.6,0.2,21.6
134,Royce O'Neale,31,SF,1837,13.3,3.2,6.8,1.3,0.7,0.423,0.406,0.731,1.3,11.2,8.6,2.5,0.5,1,5.8,12.6,0.1,1,15.5
135,P.J. Washington,26,PF,1835,16.4,2.6,8.7,1.2,1.2,0.453,0.381,0.722,2.3,13,4.7,8.4,3.9,1.6,7.1,14,-0.9,0.5,20.4
136,CJ McCollum,33,PG,1832,23.2,4.5,4.2,0.9,0.5,0.444,0.373,0.717,2.1,19.7,9,10.6,3.4,0.8,3.3,15.8,-1.4,0.3,27.2
137,Haywood Highsmith,28,SF,1818,9.5,2.2,5,1.3,0.7,0.458,0.382,0.721,1.1,7.7,4.6,3.1,0.9,1.4,3.6,9.9,-1.9,0.1,11.3
138,Dorian Finney-Smith,31,PF,1818,10.9,1.8,4.9,1.1,0.5,0.448,0.411,0.667,1.1,8.6,6.2,2.4,0.9,1.6,3.3,10.1,-1,0.5,12.3
139,Dorian Finney-Smith,31,PF,579,12.9,1.9,5.7,1.1,0.7,0.459,0.435,0.625,1.1,9.9,6.7,3.2,1.5,1.9,3.7,12.2,0,0.3,14.2
140,Dorian Finney-Smith,31,PF,1239,9.9,1.7,4.5,1.2,0.3,0.442,0.398,0.714,1.1,8,6,2,0.6,1.4,3.1,9.2,-1.5,0.2,11.5
141,Alex Sarr,19,C,1814,17.2,3.2,8.6,0.9,2,0.394,0.308,0.679,2.3,16.4,6.8,9.7,3.3,2.5,6.2,12.9,-3.3,-0.6,23.5
142,Kyrie Irving,32,SG,1804,24.6,4.6,4.8,1.3,0.5,0.473,0.401,0.916,2.2,18.9,7.2,11.7,4.3,1.2,3.6,19.9,3.4,2.5,27.4
143,Kyshawn George,21,SG,1802,11.8,3.4,5.7,1.4,1,0.372,0.322,0.753,1.9,10.9,7.1,3.8,1.9,1,4.7,8.8,-4.1,-0.9,15.9
144,Cameron Johnson,28,PF,1800,21.4,3.9,4.9,1.1,0.5,0.475,0.39,0.893,2,14.9,8.2,6.8,4.5,1.1,3.9,18.2,3.1,2.3,22.9
145,Duncan Robinson,30,SF,1785,16.5,3.5,3.4,0.8,0.1,0.437,0.393,0.887,1.7,13.4,9.7,3.6,1.1,0.4,3,11.8,-1.7,0.1,19.2
146,Kris Dunn,30,PG,1783,9.6,4.2,5.1,2.6,0.5,0.439,0.335,0.682,1.5,8.8,4.5,4.3,0.4,1.1,4,11.3,0.6,1.2,12.7
147,Luka Donéçié?,25,PG,1769,28.7,7.8,8.3,1.8,0.4,0.45,0.368,0.782,3.6,20.9,9.8,11.1,8,0.8,7.5,24.1,6.7,3.9,33.9
148,Luka Donéçié?,25,PG,785,28.4,7.9,8.4,2,0.4,0.464,0.354,0.767,3.4,21.4,9.7,11.6,6.7,0.7,7.7,24.2,6.9,1.8,33.1
149,Luka Donéçié?,25,PG,984,28.9,7.7,8.3,1.6,0.4,0.438,0.379,0.791,3.8,20.5,9.8,10.6,9.1,0.9,7.4,23.9,6.5,2.1,34.5
150,Scoot Henderson,20,PG,1759,17.1,6.9,4.1,1.4,0.3,0.419,0.354,0.767,3.6,14,6.1,7.9,4.2,1.1,3,12.5,-2.2,-0.1,22.5
151,Wendell Carter Jr.,25,C,1758,12.7,2.7,10.1,1.1,0.8,0.46,0.234,0.737,1.6,10.1,3.2,6.8,3.6,3.1,7,13.7,-1.2,0.3,16
152,Collin Sexton,26,SG,1758,23.7,5.4,3.5,1,0.1,0.48,0.406,0.865,3.3,17.8,5.5,12.2,5.1,1.2,2.3,16.6,-0.6,0.6,27
153,Mike Conley,37,PG,1756,11.9,6.5,3.7,1.6,0.3,0.4,0.41,0.9,1.5,9.6,6.4,3.2,1.8,0.7,3.1,13.3,1.2,1.4,14.4
154,Amir Coffey,27,SG,1748,14.3,1.6,3.3,0.8,0.1,0.471,0.409,0.891,0.9,10.5,5.1,5.4,2.7,0.7,2.7,11.2,-1.7,0.1,15.3
155,Jimmy Butler,35,SF,1746,19.9,6.1,6.1,1.6,0.4,0.504,0.308,0.842,1.5,12.3,2.1,10.2,8.1,2.6,3.5,22.4,4.9,3,20.8
156,Jimmy Butler,35,PF,766,20,5.6,6.2,1.3,0.5,0.54,0.361,0.801,1.4,12.4,1.7,10.7,7.6,2.6,3.6,22.8,4.8,1.3,21.1
157,Jimmy Butler,35,SF,980,19.8,6.5,6.1,1.8,0.3,0.476,0.279,0.87,1.6,12.3,2.5,9.8,8.5,2.6,3.5,22.2,5,1.7,20.6
158,Aaron Wiggins,26,SG,1744,18.9,2.8,6.1,1.2,0.4,0.488,0.383,0.831,1.4,15,7,8,1.8,1.7,4.4,16.1,1.1,1.4,20.3
159,Walker Kessler,23,C,1740,13.3,2,14.6,0.7,2.9,0.663,0.176,0.52,1.8,8.7,0.7,8,3.1,5.5,9.1,20,1.8,1.7,13.7
160,De'Andre Hunter,27,SF,1740,22.5,1.9,5.3,1,0.3,0.47,0.405,0.846,1.7,15.8,8,7.7,5.3,0.9,4.4,15.9,0.4,1,22.8
161,De'Andre Hunter,27,SF,1064,23.8,1.9,4.9,1,0.2,0.461,0.393,0.858,2,16.6,8.4,8.3,6,0.9,4,15.8,-0.4,0.4,24.2
162,De'Andre Hunter,27,SF,676,20.6,1.9,6,1,0.4,0.485,0.426,0.821,1.2,14.4,7.5,6.9,4.2,0.9,5.1,16.2,1.6,0.6,20.5
163,Ochai Agbaji,24,SG,1739,13.8,2,5,1.2,0.6,0.498,0.399,0.708,1.1,11.1,5.2,5.8,1,1.3,3.7,12,-0.7,0.5,14.6
164,Brandin Podziemski,21,SG,1716,15.7,4.6,6.8,1.4,0.3,0.445,0.372,0.758,1.6,13.2,6.5,6.7,2,1.4,5.5,14.4,0.7,1.2,18.3
165,Jabari Smith Jr.,21,PF,1716,14.6,1.3,8.4,0.5,0.9,0.438,0.354,0.825,1.3,11.9,5.8,6.1,2.6,2.2,6.2,12.6,-0.7,0.6,16.4
166,Anthony Davis,31,PF,1706,26.6,3.8,12.5,1.2,2.3,0.516,0.282,0.775,2.4,19.2,2.6,16.6,7.8,2.8,9.6,26.3,5.4,3.2,30.4
167,Anthony Davis,31,C,1440,27,3.5,12.5,1.4,2.3,0.528,0.298,0.788,2.3,18.9,2.3,16.6,8,3,9.5,27.1,6,2.9,30.2
168,Bradley Beal,31,SG,1702,19.1,4.1,3.7,1.2,0.6,0.497,0.386,0.803,2.1,14.7,5.6,9.1,2.9,0.7,3,15.2,-1.1,0.4,22.1
169,Georges Niang,31,PF,1697,16.6,2.4,5.8,0.6,0.3,0.461,0.406,0.793,1.7,13.2,8.7,4.5,1.2,1,4.8,11.2,-2.3,-0.1,17.9
170,Georges Niang,31,PF,1053,15.2,2.3,6.5,0.6,0.2,0.477,0.4,0.793,1.6,11.9,7.7,4.2,1,1.2,5.3,11.1,-1.8,0.1,16.5
171,Georges Niang,31,PF,644,19,2.5,4.6,0.6,0.4,0.441,0.413,0.793,1.9,15.2,10.3,4.9,1.6,0.7,3.9,11.4,-3.1,-0.2,20.3
172,Jakob Poeltl,29,C,1686,17.6,3.4,11.7,1.4,1.5,0.627,0.333,0.674,2.4,12.4,0.1,12.3,3.1,4,7.6,20,2,1.7,18.7
173,Scotty Pippen Jr.,24,PG,1683,16.7,7.4,5.5,2.2,0.6,0.48,0.397,0.713,3,12.7,4.7,8,3.7,1.4,4.1,15.8,1.9,1.7,19.3
174,Kevin Huerter,26,SG,1679,14.6,3.3,4.4,1.4,0.5,0.425,0.338,0.714,1.4,13,8.4,4.6,1.1,0.6,3.8,11.3,-2,0,17.5
175,Kevin Huerter,26,SG,899,13.5,3,4.8,1.4,0.6,0.413,0.302,0.714,1.5,12.4,8.2,4.2,1.1,0.8,4,10.6,-2.3,-0.1,17.2
176,Kevin Huerter,26,SG,780,15.8,3.8,3.9,1.4,0.3,0.439,0.376,0.714,1.4,13.6,8.6,5,1,0.5,3.4,12,-1.5,0.1,17.8
177,Santi Aldama,24,PF,1660,17.6,4.1,9,1.1,0.6,0.483,0.368,0.691,1.5,14.1,7.1,7,2,2,7,16.8,3.2,2.2,18.5
178,A.J. Green,25,SG,1659,11.7,2.3,3.8,0.8,0.2,0.429,0.427,0.815,0.9,9.2,7.9,1.3,0.6,0.4,3.4,9.2,-2.2,-0.1,12.6
179,Al Horford,38,C,1659,11.7,2.8,8,0.8,1.1,0.423,0.363,0.895,1,10,6.8,3.2,0.8,1.7,6.3,12.9,1.2,1.3,13.8
180,Terry Rozier,30,PG,1658,14.7,3.6,5.2,0.8,0.3,0.391,0.295,0.852,1.7,13.8,6.7,7.1,2.3,1,4.2,10.5,-3.7,-0.7,20.4
181,Peyton Watson,22,SF,1656,12,2,5.1,1,2,0.477,0.353,0.693,1.2,9.3,3,6.3,3,1,4,11.4,-1.8,0.1,13.9
182,Moses Moody,22,SG,1649,15.8,2.1,4.1,1.3,0.7,0.433,0.374,0.797,1.2,12.4,7.4,5,2.9,1.1,3,12.4,-0.9,0.5,17.4
183,Tristan Da Silva,23,SF,1629,11.8,2.5,5.4,0.7,0.4,0.412,0.335,0.873,1.2,10.7,5.3,5.4,1.4,1.6,3.8,9.9,-2.6,-0.3,15.2
184,Donte DiVincenzo,28,SG,1606,16.2,5,5.1,1.6,0.4,0.422,0.397,0.778,2.2,13.3,9.8,3.5,1.4,0.7,4.4,14.1,1.9,1.6,19.4
185,Isaiah Joe,25,SG,1604,17,2.7,4.4,1.1,0.2,0.44,0.412,0.821,0.9,13.2,10.5,2.7,1.3,0.9,3.5,14,1.3,1.4,17.2
186,Corey Kispert,25,SF,1602,15.8,2.3,4.1,0.6,0.3,0.451,0.364,0.852,1.4,12.7,7.4,5.3,2,0.8,3.3,11,-3.7,-0.7,17.5
187,Caris LeVert,30,SG,1596,17.5,4.8,4.6,1.3,0.7,0.467,0.373,0.71,1.7,13.5,6.4,7.1,3.5,0.9,3.7,15.2,0.9,1.2,19.4
188,Caris LeVert,30,SF,904,15.5,5.6,4.3,1.3,0.8,0.453,0.405,0.699,2,11.9,5.9,6,3.3,0.9,3.4,14.4,1.2,0.7,18.1
189,Caris LeVert,30,SG,692,20.2,3.9,5,1.2,0.7,0.482,0.338,0.722,1.3,15.7,7.1,8.6,3.7,1,4,16.2,0.4,0.4,21.2
190,Miles McBride,24,PG,1593,13.8,4.2,3.6,1.5,0.4,0.406,0.369,0.813,0.9,12.4,7.1,5.3,1.4,1.1,2.6,12.6,0,0.8,16.8
191,Isaiah Hartenstein,26,C,1590,14.4,5,13.8,1.1,1.4,0.581,0,0.675,2.2,10.9,0.4,10.4,2.6,3.7,10.1,18.9,3.2,2.1,16.7
192,Gradey Dick,21,SG,1587,17.6,2.2,4.4,1.1,0.2,0.41,0.35,0.858,1.9,14.7,7.4,7.3,3.5,1,3.4,10.9,-3.2,-0.5,21
193,Paolo Banchero,22,PF,1582,27.1,5,7.9,0.8,0.6,0.452,0.32,0.727,3.1,20.7,6.2,14.5,8.8,1.2,6.7,20,3.5,2.2,33.6
194,Patrick Williams,23,PF,1576,12.9,2.8,5.4,1.1,0.7,0.397,0.353,0.723,2,11.8,6.2,5.6,1.9,1,4.4,9,-3.7,-0.7,16.9
195,Obi Toppin,26,PF,1545,19.4,3,7.4,1.1,0.7,0.529,0.365,0.781,1.6,14,7,6.9,2.7,1.3,6.1,17.4,1.7,1.4,20.1
196,Grayson Allen,29,SG,1544,15.9,3.2,4.5,1.3,0.4,0.448,0.426,0.816,1.7,11.4,8.2,3.2,2.7,0.8,3.7,13.7,-0.3,0.7,17.6
197,Sam Hauser,27,PF,1541,14.1,1.5,5.2,1,0.3,0.451,0.416,1,0.5,11.1,9.3,1.8,0.3,1,4.2,12.8,0.8,1.1,14.3
198,Ziaire Williams,23,SF,1541,14.8,2,6.7,1.4,0.7,0.412,0.341,0.821,1.6,12.1,7.1,5.1,2.9,1.4,5.3,11.9,-2.3,-0.1,18.2
199,Gabe Vincent,28,PG,1527,10.8,2.3,2.2,1.2,0.3,0.4,0.353,0.714,1,9.9,7.3,2.6,0.5,0.5,1.7,7.4,-4,-0.8,13.5
200,Victor Wembanyama,21,C,1527,26.3,4,11.9,1.2,4.1,0.476,0.352,0.836,3.5,20.2,9.5,10.7,4.5,1.9,10,24.2,6.5,3.3,30.4
